epoch,step,train_loss
2,49,4.853614330291748
4,99,4.519018173217773
7,149,4.734336853027344
9,199,4.810147285461426
12,249,7.89337158203125
14,299,4.060079574584961
17,349,7.640645503997803
19,399,4.375444412231445
22,449,8.25352668762207
24,499,6.753792762756348
27,549,5.717020511627197
29,599,6.592446327209473
32,649,6.955281734466553
34,699,4.834560394287109
37,749,4.80598258972168
39,799,5.349287509918213
42,849,5.4728193283081055
44,899,5.0722856521606445
47,949,5.601047992706299
49,999,5.705177307128906
52,1049,8.498893737792969
54,1099,4.5219621658325195
57,1149,9.277266502380371
59,1199,4.715679168701172
62,1249,6.583733081817627
64,1299,4.537932395935059
67,1349,4.2159423828125
69,1399,6.586324691772461
72,1449,7.245964050292969
74,1499,4.454349517822266
77,1549,4.7743144035339355
79,1599,6.78003454208374
82,1649,4.260737419128418
84,1699,4.311930179595947
87,1749,8.64306640625
89,1799,7.29600191116333
92,1849,5.217104911804199
94,1899,9.71379566192627
97,1949,4.666138172149658
99,1999,5.786725044250488
102,2049,4.369027614593506
104,2099,5.01349401473999
107,2149,5.1701436042785645
109,2199,6.203933238983154
112,2249,4.280290603637695
114,2299,11.15098762512207
117,2349,6.244654655456543
119,2399,5.139580726623535
122,2449,4.311875343322754
124,2499,4.297056674957275
127,2549,4.372820854187012
129,2599,5.078207015991211
132,2649,6.850127220153809
134,2699,5.667981147766113
137,2749,5.702932834625244
139,2799,4.426546096801758
142,2849,7.683813571929932
144,2899,4.3138203620910645
147,2949,4.1561760902404785
149,2999,4.613735198974609
152,3049,4.403103828430176
154,3099,4.540771961212158
157,3149,6.261009693145752
159,3199,6.856268882751465
162,3249,4.493596076965332
164,3299,7.1495680809021
167,3349,4.188116073608398
169,3399,8.460386276245117
172,3449,4.417759418487549
174,3499,4.667816162109375
177,3549,4.758708953857422
179,3599,4.574115753173828
182,3649,5.975043296813965
184,3699,8.026618957519531
187,3749,4.432170867919922
189,3799,8.661808013916016
192,3849,8.210786819458008
194,3899,5.018674850463867
197,3949,5.963647365570068
199,3999,4.167099475860596
202,4049,5.0117998123168945
204,4099,4.824993133544922
207,4149,5.491040229797363
209,4199,4.939562797546387
212,4249,7.080888271331787
214,4299,7.909820556640625
217,4349,4.538238525390625
219,4399,4.280506134033203
222,4449,4.60922908782959
224,4499,8.485513687133789
227,4549,4.2437543869018555
229,4599,5.6211442947387695
232,4649,6.418235778808594
234,4699,8.508312225341797
237,4749,8.430253982543945
239,4799,6.373086452484131
242,4849,4.554377555847168
244,4899,6.232845306396484
247,4949,5.331601142883301
249,4999,6.234913349151611
252,5049,4.4459428787231445
254,5099,4.5939788818359375
257,5149,8.042125701904297
259,5199,4.437806129455566
262,5249,4.691493988037109
264,5299,5.180117130279541
267,5349,4.545316696166992
269,5399,4.348557472229004
272,5449,7.607471466064453
274,5499,5.024351119995117
277,5549,4.556026458740234
279,5599,4.281211853027344
282,5649,4.778974533081055
284,5699,4.573780059814453
287,5749,4.463809967041016
289,5799,7.782649993896484
292,5849,5.215437412261963
294,5899,4.579286575317383
297,5949,7.5396270751953125
299,5999,4.023606300354004
