"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"107","144.21599787181614","22.514006936546046","0","0","0.006699999999999928","0.009000000000000008","0.0044","1560","0.00022118674314515997","0","0.00022118674314515997","0.00022118674314515997","107_108:0.002539826962656644;107_106:0.0022850923529487976;107_97:0.002301954725454358","107_108:68;107_106:68;107_97:68","true"
"108","151.27167366858222","153.85013093003687","0","0","0.027100000000000013","0.029000000000000026","0.0252","1560","0.0002931452981404008","0","0.0002931452981404008","0.0002931452981404008","108_109:0.0020591395952675173;108_107:0.002539826962656644","108_109:68;108_107:68","true"
"109","206.50919385291186","87.93332572721309","0","0","0.026100000000000012","0.0256","0.026599999999999957","1560","0.0002337089309867575","0","0.0002337089309867575","0.0002337089309867575","109_108:0.0020591395952675173;109_110:0.002160395683103694;109_118:0.0026336462824061158","109_108:68;109_110:68;109_118:68","true"
"110","132.30654158650106","120.89584313077512","0","0","0.006699999999999928","0.010000000000000009","0.0034","1560","0.00020610820886832984","0","0.00020610820886832984","0.00020610820886832984","110_111:0.002886878997140241;110_109:0.002160395683103694","110_111:68;110_109:68","true"
"111","89.56694219388797","115.1255901998788","0","0","0.013900000000000023","0.021399999999999975","0.0064","1560","0.00021287333110853591","0","0.00021287333110853591","0.00021287333110853591","111_112:0.003398403984634868;111_110:0.002886878997140241;111_98:0.004482791456616286","111_112:68;111_110:68;111_98:68","true"
"112","125.79231023770664","41.552682082563514","0","0","0.059800000000000075","0.06559999999999999","0.054","1560","0.00031129285272601996","0","0.00031129285272601996","0.00031129285272601996","112_113:0.0037233330318017788;112_111:0.003398403984634868","112_113:68;112_111:68","true"
"113","116.01430454155717","35.72699398664874","0","0","0.019299999999999984","0.022199999999999998","0.0164","1560","0.0002770225146232873","0","0.0002770225146232873","0.0002770225146232873","113_112:0.0037233330318017788;113_114:0.004360935468093324;113_119:0.0052083313554103505","113_112:68;113_114:68;113_119:68","true"
"114","77.50817505454056","78.72334777748017","0","0","0.008599999999999941","0.009","0.008199999999999985","1560","0.0003008398947227711","0","0.0003008398947227711","0.0003008398947227711","114_115:0.004420009122507257;114_113:0.004360935468093324","114_115:68;114_113:68","true"
"115","51.630817089659864","110.61494659038323","0","0","0.007500000000000062","0.010000000000000009","0.005","1560","0.00023314826685838307","0","0.00023314826685838307","0.00023314826685838307","115_114:0.004420009122507257;115_99:0.0038381440228269503","115_114:68;115_99:68","true"
"116","157.12767103556814","105.93521337517717","0","0","0.009199999999999986","0.0124","0.006000000000000005","1560","0.00019925489867048666","0","0.00019925489867048666","0.00019925489867048666","116_121:0.0026262535086330197;116_101:0.0038616089713162383","116_121:68;116_101:68","true"
"117","125.13979476714117","133.27292617874036","0","0","0.006599999999999939","0.0092","0.0040000000000000036","1560","0.0001785565971077478","0","0.0001785565971077478","0.0001785565971077478","117_105:0.006819313946436284;117_125:0.001785460949184331","117_105:68;117_125:68","true"
"118","148.81218972608934","58.41486131176132","0","0","0.014599999999999946","0.016","0.01319999999999999","1560","0.0002794363875428514","0","0.0002794363875428514","0.0002794363875428514","118_109:0.0026336462824061158;118_129:0.0022143884900277244","118_109:68;118_129:68","true"
"119","95.03634829276545","77.4915918927754","0","0","0.012299999999999978","0.017","0.007600000000000051","1560","0.0006118469978945267","0","0.0006118469978945267","0.0006118469978945267","119_113:0.0052083313554103505;119_133:0.007223065110288973","119_113:68;119_133:68","true"
"120","171.02731246682944","170.31073815481878","0","0","0.006699999999999928","0.01","0.0033999999999999586","1560","0.00023096248811493893","0","0.00023096248811493893","0.00023096248811493893","120_121:0.002401366524317522","120_121:68","true"
"121","133.65562175506787","132.58830806391498","0","0","0.009499999999999953","0.012599999999999945","0.0064","1560","0.0002009979466913084","0","0.0002009979466913084","0.0002009979466913084","121_122:0.003146066602083414;121_120:0.002401366524317522;121_116:0.0026262535086330197","121_122:68;121_120:68;121_116:68","true"
"122","148.08730729234688","65.71533983996922","0","0","0.026000000000000023","0.0304","0.021599999999999953","1560","0.0004236574164228359","0","0.0004236574164228359","0.0004236574164228359","122_121:0.003146066602083414;122_123:0.00355708564472737","122_121:68;122_123:68","true"
"123","107.10021253090301","93.73469968291806","0","0","0.01200000000000001","0.013","0.01100000000000001","1560","0.0003664495508772443","0","0.0003664495508772443","0.0003664495508772443","123_124:0.0023387972441928917;123_136:0.002935135748926815;123_122:0.00355708564472737","123_124:68;123_136:68;123_122:68","true"
"124","109.15235752024789","125.37988723618214","0","0","0.006399999999999961","0.0098","0.0030000000000000027","1560","0.00037255447928376126","0","0.00037255447928376126","0.00037255447928376126","124_123:0.0023387972441928917;124_125:0.002621345561226035","124_123:68;124_125:68","true"
"125","42.21023342970078","60.33316895978426","0","0","0.006699999999999928","0.011399999999999966","0.002","1560","0.00019443702036684883","0","0.00019443702036684883","0.00019443702036684883","125_126:0.0032462339573317567;125_124:0.002621345561226035;125_117:0.001785460949184331","125_126:68;125_124:68;125_117:68","true"
"126","77.60538696550512","25.381483363591776","0","0","0.009299999999999975","0.0136","0.0050000000000000044","1560","0.0003080582825289037","0","0.0003080582825289037","0.0003080582825289037","126_125:0.0032462339573317567;126_127:0.0038376743315129136","126_125:68;126_127:68","true"
"127","150.5704953739391","145.4529099274315","0","0","0.014900000000000024","0.017199999999999993","0.0126","1560","0.00015783374590307918","0","0.00015783374590307918","0.00015783374590307918","127_137:0.0031434801209705987;127_128:0.0032234465888126562;127_126:0.0038376743315129136","127_137:68;127_128:68;127_126:68","true"
"128","126.68134038982717","59.31685162912519","0","0","0.006599999999999939","0.0112","0.0020000000000000018","1560","0.00023019060374044752","0","0.00023019060374044752","0.00023019060374044752","128_129:0.002906014793592565;128_127:0.0032234465888126562","128_129:68;128_127:68","true"
"129","116.47903576465897","78.09166329205168","0","0","0.06789999999999996","0.06999999999999995","0.0658","1560","0.0002258209587710265","0","0.0002258209587710265","0.0002258209587710265","129_130:0.002780142481989989;129_128:0.002906014793592565;129_118:0.0022143884900277244","129_130:68;129_128:68;129_118:68","true"
"130","95.72959947709776","109.1863452812404","0","0","0.031200000000000006","0.0342","0.028200000000000003","1560","0.00040954640146817137","0","0.00040954640146817137","0.00040954640146817137","130_131:0.0017265405156538238;130_129:0.002780142481989989","130_131:68;130_129:68","true"
"131","145.39342158264952","176.26732051002014","0","0","0.02210000000000001","0.025000000000000022","0.0192","1560","0.00014274225543999233","0","0.00014274225543999233","0.00014274225543999233","131_130:0.0017265405156538238;131_132:0.0018591761898126002;131_138:0.0030683581352110023","131_130:68;131_132:68;131_138:68","true"
"132","186.67910563754305","238.53196905508548","0","0","0.0047999999999999154","0.0084","0.0011999999999999789","1560","0.0001439840854072102","0","0.0001439840854072102","0.0001439840854072102","132_133:0.0026221008636920506;132_131:0.0018591761898126002","132_133:68;132_131:68","true"
"133","113.76183349310726","56.25033655937478","0","0","0.008900000000000019","0.011199999999999988","0.0066","1560","0.00015588050722154567","0","0.00015588050722154567","0.00015588050722154567","133_134:0.004285172293036793;133_132:0.0026221008636920506;133_119:0.007223065110288973","133_134:68;133_132:68;133_119:68","true"
"134","152.31469852518939","27.89160203814669","0","0","0.02059999999999995","0.022599999999999953","0.0186","1560","0.00046076423382593367","0","0.00046076423382593367","0.00046076423382593367","134_135:0.003213763178515905;134_133:0.004285172293036793","134_135:68;134_133:68","true"
"135","93.3697217125304","164.341077752869","0","0","0.010199999999999987","0.012800000000000034","0.0076","1560","0.00012896992569443036","0","0.00012896992569443036","0.00012896992569443036","135_134:0.003213763178515905;135_139:0.004588892623458046","135_134:68;135_139:68","true"
"136","153.11470824257276","113.38935643824146","0","0","0.011800000000000033","0.017199999999999993","0.0064","1560","0.00021769897395486557","0","0.00021769897395486557","0.00021769897395486557","136_123:0.002935135748926815;136_143:0.002234300836204489","136_123:68;136_143:68","true"
"137","130.14938240332145","131.34144699447228","0","0","0.005199999999999982","0.007199999999999984","0.0032","1560","0.00030742739974247516","0","0.00030742739974247516","0.00030742739974247516","137_127:0.0031434801209705987;137_147:0.0035794306550309685","137_127:68;137_147:68","true"
"138","96.24480000305637","98.084975085922","0","0","0.012299999999999978","0.0154","0.009199999999999986","1560","0.0003547279505826815","0","0.0003547279505826815","0.0003547279505826815","138_131:0.0030683581352110023;138_151:0.002541082631952185","138_131:68;138_151:68","true"
"139","80.57101775440357","31.426688123061385","0","0","0.00990000000000002","0.01319999999999999","0.0066","1560","0.0003133135975477385","0","0.0003133135975477385","0.0003133135975477385","139_135:0.004588892623458046;139_155:0.05081620830923822","139_135:68;139_155:68","true"
"140","125.38048822140252","165.15980450104195","0","0","0.015600000000000058","0.0192","0.01200000000000001","1560","0.00021727667592477727","0","0.00021727667592477727","0.00021727667592477727","140_141:0.001743290386266555","140_141:68","true"
"141","129.4907152985827","113.7085167600635","0","0","0.006700000000000039","0.00880000000000003","0.0046","1560","0.0002732289966936931","0","0.0002732289966936931","0.0002732289966936931","141_142:0.0016873762791599078;141_140:0.001743290386266555","141_142:68;141_140:68","true"
"142","185.58726797291249","144.93593924953302","0","0","0.017299999999999982","0.021","0.013599999999999945","1560","0.0001995075968699202","0","0.0001995075968699202","0.0001995075968699202","142_143:0.001944868042911052;142_141:0.0016873762791599078","142_143:68;142_141:68","true"
"143","185.88154654307917","98.11338842825992","0","0","0.00649999999999995","0.011600000000000055","0.0014","1560","0.00031381097128955056","0","0.00031381097128955056","0.00031381097128955056","143_144:0.002166926742475317;143_142:0.001944868042911052;143_136:0.002234300836204489","143_144:68;143_142:68;143_136:68","true"
"144","29.92093627260793","88.15992636489624","0","0","0.02859999999999996","0.0316","0.025599999999999956","1560","0.0003916326246846614","0","0.0003916326246846614","0.0003916326246846614","144_143:0.002166926742475317;144_145:0.0017957893060419894","144_143:68;144_145:68","true"
"145","172.74348387358958","190.79912378545023","0","0","0.024900000000000033","0.027000000000000024","0.0228","1560","0.00018468705853157895","0","0.00018468705853157895","0.00018468705853157895","145_146:0.001836544246133387;145_144:0.0017957893060419894","145_146:68;145_144:68","true"
"146","135.87842181176194","24.828484811583976","0","0","0.006099999999999994","0.0072","0.0050000000000000044","1560","0.00039490717390917694","0","0.00039490717390917694","0.00039490717390917694","146_147:0.0027179615725647366;146_145:0.001836544246133387","146_147:88;146_145:68","true"
"147","124.71764506535146","127.38045309861896","0","0","0.017199999999999993","0.022","0.012399999999999967","1560","0.00023120781825571347","0","0.00023120781825571347","0.00023120781825571347","147_148:0.014774743359932258;147_146:0.0027179615725647366;147_137:0.0035794306550309685","147_148:68;147_146:88;147_137:68","true"
"148","101.00495820738938","66.65847771256196","0","0","0.03500000000000003","0.05020000000000002","0.0198","1560","0.00037818001206023534","0","0.00037818001206023534","0.00037818001206023534","148_147:0.014774743359932258;148_149:0.04030091103337427","148_147:68;148_149:68","true"
"149","42.924057674485674","5.43921920371509","0","0","0.0464","0.047799999999999954","0.045","1560","0.0019068209754180415","0","0.0019068209754180415","0.0019068209754180415","149_150:0.011774078674569671;149_148:0.04030091103337427","149_150:68;149_148:68","true"
"150","150.7283726409326","5.74936298944809","0","0","0.0121","0.0148","0.009399999999999964","1560","0.0009880436204016624","0","0.0009880436204016624","0.0009880436204016624","150_151:0.00984511716102876;150_149:0.011774078674569671","150_151:68;150_149:68","true"
"151","82.27875562296086","136.5958616988366","0","0","0.015700000000000047","0.01880000000000004","0.0126","1560","0.00021128090123502302","0","0.00021128090123502302","0.00021128090123502302","151_152:0.002307938498887191;151_150:0.00984511716102876;151_138:0.002541082631952185","151_152:68;151_150:68;151_138:68","true"
"152","146.64551932511517","229.5940945424857","0","0","0.026599999999999957","0.028","0.0252","1560","0.0003233408834353143","0","0.0003233408834353143","0.0003233408834353143","152_153:0.002469806546532727;152_151:0.002307938498887191","152_153:68;152_151:68","true"
"153","31.12273898218867","31.925842143717944","0","0","0.007200000000000095","0.010600000000000054","0.0038","1560","0.00019218494201958715","0","0.00019218494201958715","0.00019218494201958715","153_152:0.002469806546532727;153_154:1","153_152:68;153_154:68","true"
"154","160.85318906358242","92.94358407183474","0","0","0.010099999999999998","0.010399999999999965","0.0098","1560","0.00023658024164522395","0","0.00023658024164522395","0.00023658024164522395","154_155:0.0025855886630520852;154_153:1","154_155:68;154_153:68","true"
"155","125.02076950177234","17.060424434756957","0","0","0.011200000000000099","0.014800000000000035","0.0076","1560","0.0002031869558294362","0","0.0002031869558294362","0.0002031869558294362","155_154:0.0025855886630520852;155_139:0.05081620830923822","155_154:68;155_139:68","true"
