epoch,step,train_loss
2,49,2012.00048828125
4,99,3.9730241298675537
7,149,12.963623046875
9,199,5.758797645568848
12,249,5.2198896408081055
14,299,629.3199462890625
17,349,14.095593452453613
19,399,3.5417184829711914
22,449,1.6516180038452148
24,499,213.59048461914062
27,549,185.69775390625
29,599,13.931159973144531
32,649,7.269550800323486
34,699,6.022851943969727
37,749,7.02988338470459
39,799,7.053706169128418
42,849,7.792667388916016
44,899,5.494794845581055
47,949,6.380823135375977
49,999,108.73876953125
52,1049,6.361189842224121
54,1099,14.662710189819336
57,1149,11.23591423034668
59,1199,82.76052856445312
62,1249,6.971733093261719
64,1299,72.65641021728516
67,1349,6.64402961730957
69,1399,5.312856674194336
72,1449,7.033998489379883
74,1499,6.878572463989258
77,1549,5.8059186935424805
79,1599,270.4907531738281
82,1649,7.3779683113098145
84,1699,6.956864356994629
87,1749,23.278005599975586
89,1799,6.372613430023193
92,1849,5.158974647521973
94,1899,218.16595458984375
97,1949,6.2554779052734375
99,1999,204.08995056152344
102,2049,6.937192916870117
104,2099,7.252060890197754
107,2149,7.2216386795043945
109,2199,6.040260314941406
112,2249,5.477198600769043
114,2299,13.233527183532715
117,2349,4.837742805480957
119,2399,7.104126930236816
122,2449,6.143485069274902
124,2499,6.407542705535889
127,2549,5.029417991638184
129,2599,5.771905899047852
132,2649,6.090621471405029
134,2699,5.306311130523682
137,2749,5.129380226135254
139,2799,5.2475457191467285
142,2849,5.265108108520508
144,2899,5.727602958679199
147,2949,6.65697717666626
149,2999,3.0608444213867188
152,3049,6.446937561035156
154,3099,6.906783103942871
157,3149,3.7923145294189453
159,3199,4.116002082824707
162,3249,4.998685836791992
164,3299,6.304385662078857
167,3349,4.096253395080566
169,3399,8.174881935119629
172,3449,6.006385803222656
174,3499,7.338532447814941
177,3549,3.3815245628356934
179,3599,3.2391207218170166
182,3649,4.138099193572998
184,3699,8.294401168823242
187,3749,5.942480564117432
189,3799,6.665823459625244
192,3849,2.7050764560699463
194,3899,3.9831836223602295
197,3949,4.251680850982666
199,3999,6.090376853942871
202,4049,21.635589599609375
204,4099,6.415904521942139
207,4149,4.775890350341797
209,4199,3.01577091217041
212,4249,4.606738090515137
214,4299,5.393575668334961
217,4349,4.709687232971191
219,4399,4.328989505767822
222,4449,23.706138610839844
224,4499,5.011354446411133
227,4549,4.275750637054443
229,4599,5.301290512084961
232,4649,4.931154251098633
234,4699,7.342234134674072
237,4749,4.013831615447998
239,4799,6.503371238708496
242,4849,59.00237274169922
244,4899,5.412064552307129
247,4949,4.777173042297363
249,4999,4.755465507507324
252,5049,5.085887908935547
254,5099,11.828374862670898
257,5149,55.022701263427734
259,5199,6.717373371124268
262,5249,4.349471569061279
264,5299,53.77946853637695
267,5349,8.087200164794922
269,5399,5.595215797424316
272,5449,5.551295280456543
274,5499,7.92984676361084
277,5549,6.3137054443359375
279,5599,6.1622209548950195
282,5649,5.946599960327148
284,5699,6.0069708824157715
287,5749,9.655168533325195
289,5799,5.937596321105957
292,5849,6.610462188720703
294,5899,7.153160572052002
297,5949,5.459789276123047
299,5999,6.265688896179199
