0.02639999999999998,0.0248
0.01980000000000004,0.0258
0.0066,0.010399999999999965
0.046,0.013000000000000012
0.0168,0.019000000000000017
0.0056,0.005199999999999982
0.006800000000000028,0.0088
0.0118,0.019399999999999973
0.005600000000000049,0.011
0.0086,0.008600000000000052
0.0142,0.016599999999999948
0.14739999999999998,0.147
0.0138,0.014800000000000035
0.018399999999999972,0.0232
0.016000000000000014,0.0174
0.00660000000000005,0.01
0.0184,0.016800000000000037
0.0076,0.017000000000000015
0.1012,0.09540000000000004
0.064,0.06379999999999997
0.00880000000000003,0.007
0.0066,0.008000000000000007
0.0074,0.010600000000000054
0.007199999999999984,0.0102
0.5034000000000001,0.0302
0.0068,0.011399999999999966
0.007,0.011600000000000055
0.07399999999999995,0.0468
0.06940000000000002,0.0092
0.01639999999999997,0.034
0.004,0.00539999999999996
0.0048,0.007000000000000006
0.0112,0.00880000000000003
0.0114,0.010600000000000054
0.024599999999999955,0.0286
0.01539999999999997,0.0118
0.008600000000000052,0.0106
0.02959999999999996,0.0216
0.0188,0.028000000000000025
0.025599999999999956,0.0208
0.05279999999999996,0.0352
0.0478,0.041200000000000014
0.0142,0.009399999999999964
0.02400000000000002,0.0202
0.0202,0.020000000000000018
0.0484,0.047
0.0128,0.017000000000000015
0.0064,0.008399999999999963
0.0112,0.014599999999999946
0.0092,0.010600000000000054
0.0102,0.013599999999999945
0.0142,0.01419999999999999
0.0084,0.008600000000000052
0.02059999999999995,0.0088
0.013,0.01880000000000004
0.01,0.010600000000000054
0.01880000000000004,0.0108
0.0082,0.013399999999999967
0.25139999999999996,0.177
0.0442,0.032200000000000006
0.0234,0.028000000000000025
0.17479999999999996,0.1786
0.0122,0.011600000000000055
0.0092,0.010800000000000032
0.009,0.011399999999999966
0.011399999999999966,0.012
0.009199999999999986,0.013
0.059799999999999964,0.0506
0.0294,0.027200000000000002
0.01200000000000001,0.0202
0.07679999999999998,0.0684
0.010399999999999965,0.0206
0.036800000000000055,0.041
0.007600000000000051,0.0084
0.012399999999999967,0.0106
0.009,0.016800000000000037
0.007399999999999962,0.0076
0.0838,0.02400000000000002
0.006,0.010399999999999965
0.008399999999999963,0.0122
0.0194,0.01959999999999995
0.0408,0.05179999999999996
0.015599999999999947,0.0152
0.009600000000000053,0.0136
0.0088,0.009399999999999964
0.0092,0.008000000000000007
0.0416,0.04179999999999995
0.017800000000000038,0.0332
0.0086,0.011800000000000033
0.010399999999999965,0.009
0.007600000000000051,0.0104
0.0226,0.05279999999999996
0.0031999999999999806,0.0064
0.024399999999999977,0.0272
0.00660000000000005,0.0104
0.0086,0.021199999999999997
0.0396,0.04600000000000004
0.0074,0.006399999999999961
0.0096,0.015800000000000036
0.009800000000000031,0.008
0.007600000000000051,0.0118
0.0382,0.008399999999999963
0.0492,0.04720000000000002
0.0052,0.01959999999999995
0.0112,0.015599999999999947
0.0086,0.008199999999999985
0.026000000000000023,0.0256
0.0152,0.027200000000000002
0.025,0.0262
0.0164,0.024800000000000044
0.0102,0.008600000000000052
0.0112,0.011600000000000055
0.003,0.008399999999999963
0.0074,0.010600000000000054
0.13460000000000005,0.1406
0.0092,0.011199999999999988
0.0098,0.009800000000000031
0.014,0.012800000000000034
0.0074,0.006000000000000005
0.27759999999999996,0.2796
0.1512,0.1634
0.0164,0.018199999999999994
0.017199999999999993,0.017
0.012800000000000034,0.0158
0.0114,0.018000000000000016
0.0174,0.013800000000000034
0.0082,0.00660000000000005
