epoch,step,train_loss
2,49,9.162471771240234
4,99,11.02027416229248
7,149,5.13365364074707
9,199,9.4158935546875
12,249,4.122218132019043
14,299,4.602823257446289
17,349,4.364343643188477
19,399,9.939603805541992
22,449,8.667534828186035
24,499,4.409563064575195
27,549,4.646430492401123
29,599,5.190030097961426
32,649,5.586979866027832
34,699,4.426849365234375
37,749,4.380823135375977
39,799,4.820590972900391
42,849,5.047339916229248
44,899,4.789098739624023
47,949,5.927236557006836
49,999,4.483762741088867
52,1049,7.4175543785095215
54,1099,4.535374164581299
57,1149,4.6963791847229
59,1199,4.639441013336182
62,1249,5.656815528869629
64,1299,4.553931713104248
67,1349,4.47889518737793
69,1399,5.766097068786621
72,1449,4.322423934936523
74,1499,4.634173393249512
77,1549,7.0221052169799805
79,1599,5.0464768409729
82,1649,4.234348297119141
84,1699,6.508892059326172
87,1749,4.701259613037109
89,1799,5.366893768310547
92,1849,4.642299175262451
94,1899,5.010466575622559
97,1949,4.283766746520996
99,1999,4.47276496887207
102,2049,5.038719177246094
104,2099,4.718649864196777
107,2149,4.669018745422363
109,2199,4.640557289123535
112,2249,4.398634433746338
114,2299,9.018383979797363
117,2349,5.825939178466797
119,2399,5.005976676940918
122,2449,4.651372909545898
124,2499,6.325040817260742
127,2549,7.643402099609375
129,2599,4.6826910972595215
132,2649,5.560976982116699
134,2699,5.062919616699219
137,2749,5.247372627258301
139,2799,8.064594268798828
142,2849,9.215761184692383
144,2899,5.509932041168213
147,2949,4.432114601135254
149,2999,9.444037437438965
152,3049,9.515758514404297
154,3099,5.909556865692139
157,3149,4.184106349945068
159,3199,5.834081649780273
162,3249,4.224586486816406
164,3299,4.682218551635742
167,3349,4.791367053985596
169,3399,4.733704566955566
172,3449,4.883094787597656
174,3499,4.348781585693359
177,3549,6.469564437866211
179,3599,4.612244606018066
182,3649,6.6928558349609375
184,3699,4.393955707550049
187,3749,5.148617744445801
189,3799,4.668569087982178
192,3849,5.80300760269165
194,3899,4.695831298828125
197,3949,4.347303867340088
199,3999,4.07086706161499
202,4049,4.062288761138916
204,4099,6.467193603515625
207,4149,4.397304534912109
209,4199,4.501818656921387
212,4249,4.499993324279785
214,4299,8.914690971374512
217,4349,6.134108066558838
219,4399,7.663348197937012
222,4449,4.428460121154785
224,4499,5.525921821594238
227,4549,6.019248962402344
229,4599,4.971195220947266
232,4649,4.594583034515381
234,4699,4.3706207275390625
237,4749,5.990437984466553
239,4799,4.279446601867676
242,4849,4.338855743408203
244,4899,4.313614368438721
247,4949,5.261725425720215
249,4999,4.168929100036621
252,5049,4.392723083496094
254,5099,8.601301193237305
257,5149,4.868403911590576
259,5199,4.313803195953369
262,5249,5.094708442687988
264,5299,4.900264263153076
267,5349,4.8716206550598145
269,5399,4.215384483337402
272,5449,5.9370598793029785
274,5499,4.274171829223633
277,5549,5.281828880310059
279,5599,6.461717128753662
282,5649,4.101650238037109
284,5699,4.92165470123291
287,5749,3.901501178741455
289,5799,3.679880142211914
292,5849,4.9462127685546875
294,5899,8.296524047851562
297,5949,4.313741207122803
299,5999,9.6767578125
302,6049,5.711655616760254
304,6099,6.373208045959473
307,6149,5.9062323570251465
309,6199,4.427055358886719
312,6249,4.443115234375
314,6299,4.434446811676025
317,6349,4.862741470336914
319,6399,4.5788679122924805
322,6449,4.264095306396484
324,6499,6.4224934577941895
327,6549,7.074540138244629
329,6599,4.658502578735352
332,6649,4.380533218383789
334,6699,4.189696311950684
337,6749,6.471412658691406
339,6799,7.459157943725586
342,6849,4.350944519042969
344,6899,6.240859031677246
347,6949,4.825780868530273
349,6999,4.433272361755371
352,7049,6.345895767211914
354,7099,5.612800598144531
357,7149,4.013009071350098
359,7199,4.997358322143555
362,7249,6.980132102966309
364,7299,4.533216953277588
367,7349,3.733443260192871
369,7399,5.2444610595703125
372,7449,4.715746879577637
374,7499,4.480022430419922
377,7549,9.916773796081543
379,7599,5.732203483581543
382,7649,4.190890312194824
384,7699,5.967544078826904
387,7749,4.23756742477417
389,7799,5.211174964904785
392,7849,8.357942581176758
394,7899,7.273887634277344
397,7949,4.273229598999023
399,7999,4.718161582946777
402,8049,8.017413139343262
404,8099,4.078930854797363
407,8149,4.733173370361328
409,8199,6.42501163482666
412,8249,7.364402770996094
414,8299,4.634278297424316
417,8349,4.424856185913086
419,8399,4.650397300720215
422,8449,5.181468963623047
424,8499,3.194934368133545
427,8549,-2.5059893131256104
429,8599,7.213251113891602
432,8649,0.9196370244026184
434,8699,3.6988296508789062
437,8749,4.701876163482666
439,8799,7.908473968505859
442,8849,6.601463317871094
444,8899,4.790144920349121
447,8949,9.495399475097656
449,8999,3.3366127014160156
452,9049,9.15013599395752
454,9099,4.530735969543457
457,9149,4.364844799041748
459,9199,4.947401523590088
462,9249,5.029420375823975
464,9299,4.474271774291992
467,9349,9.540863990783691
469,9399,6.735548973083496
472,9449,4.621115684509277
474,9499,3.7889411449432373
477,9549,4.916125774383545
479,9599,3.312467098236084
482,9649,5.02108097076416
484,9699,3.7529807090759277
487,9749,4.481413841247559
489,9799,6.493969917297363
492,9849,6.681121349334717
494,9899,4.591524124145508
497,9949,5.091438293457031
499,9999,5.669717788696289
