epoch,step,train_loss
2,49,326.3661804199219
4,99,146.42098999023438
7,149,182.8475341796875
9,199,85.18893432617188
12,249,7.41705322265625
14,299,6.906597137451172
17,349,47.598060607910156
19,399,43.598663330078125
22,449,27.151588439941406
24,499,3.363060235977173
27,549,60.53883361816406
29,599,7.674880027770996
32,649,35.10116195678711
34,699,7.443789482116699
37,749,115.78622436523438
39,799,3.1013948917388916
42,849,3.5831689834594727
44,899,11.388583183288574
47,949,17.526020050048828
49,999,6.7921037673950195
52,1049,31.967905044555664
54,1099,38.44459533691406
57,1149,96.5355224609375
59,1199,3.762861490249634
62,1249,26.231563568115234
64,1299,12.434843063354492
67,1349,39.35594940185547
69,1399,6.787548065185547
72,1449,62.69123077392578
74,1499,91.8633041381836
77,1549,21.146160125732422
79,1599,4.283006191253662
82,1649,10.994036674499512
84,1699,6.517221927642822
87,1749,70.63676452636719
89,1799,68.03262329101562
92,1849,3.4640016555786133
94,1899,14.221712112426758
97,1949,59.77750015258789
99,1999,10.461597442626953
102,2049,29.70551300048828
104,2099,4.008146286010742
107,2149,30.87398338317871
109,2199,31.273372650146484
112,2249,4.034752368927002
114,2299,26.75887680053711
117,2349,6.235245227813721
119,2399,31.78544044494629
122,2449,9.210946083068848
124,2499,58.12480163574219
127,2549,3.8161234855651855
129,2599,11.04173469543457
132,2649,9.602972030639648
134,2699,59.43960189819336
137,2749,25.76861572265625
139,2799,3.6750547885894775
142,2849,28.876588821411133
144,2899,62.56720733642578
147,2949,4.144356727600098
149,2999,26.881376266479492
152,3049,27.584537506103516
154,3099,3.664780616760254
157,3149,10.90610122680664
159,3199,3.6590657234191895
162,3249,22.031972885131836
164,3299,44.66535186767578
167,3349,29.683696746826172
169,3399,20.10099983215332
172,3449,16.43354034423828
174,3499,22.16844367980957
177,3549,4.097415924072266
179,3599,8.175481796264648
182,3649,11.492879867553711
184,3699,48.56922912597656
187,3749,25.197803497314453
189,3799,5.9551191329956055
192,3849,47.77734375
194,3899,3.786447048187256
197,3949,4.099851608276367
199,3999,4.199949264526367
202,4049,3.833055019378662
204,4099,17.192575454711914
207,4149,5.488991737365723
209,4199,4.262148857116699
212,4249,10.817243576049805
214,4299,3.6662678718566895
217,4349,4.183843612670898
219,4399,14.734962463378906
222,4449,15.13896369934082
224,4499,8.863483428955078
227,4549,4.460081577301025
229,4599,6.663510799407959
232,4649,10.35403823852539
234,4699,39.0310173034668
237,4749,41.57196807861328
239,4799,38.986717224121094
242,4849,22.012170791625977
244,4899,30.894821166992188
247,4949,5.437555313110352
249,4999,9.138654708862305
252,5049,5.409265518188477
254,5099,6.362557888031006
257,5149,28.615081787109375
259,5199,7.834518909454346
262,5249,4.380064487457275
264,5299,9.798121452331543
267,5349,5.339190483093262
269,5399,4.028686046600342
272,5449,11.696231842041016
274,5499,4.50386905670166
277,5549,35.112709045410156
279,5599,3.9411416053771973
282,5649,4.373133659362793
284,5699,5.354780197143555
287,5749,4.068727493286133
289,5799,18.037527084350586
292,5849,9.136701583862305
294,5899,5.513948440551758
297,5949,4.038558483123779
299,5999,11.834477424621582
