epoch,step,train_loss
2,49,4.559311866760254
4,99,4.5367655754089355
7,149,4.7271294593811035
9,199,3.7459421157836914
12,249,4.736411094665527
14,299,5.176602363586426
17,349,3.7062573432922363
19,399,3.522995710372925
22,449,5.855137825012207
24,499,5.618133544921875
27,549,5.437972068786621
29,599,5.141987323760986
32,649,5.945281982421875
34,699,5.297222137451172
37,749,7.003846168518066
39,799,9.777780532836914
42,849,5.775629997253418
44,899,5.3508148193359375
47,949,4.77813196182251
49,999,2.3693416118621826
52,1049,5.389491558074951
54,1099,2.3059916496276855
57,1149,5.875447750091553
59,1199,5.475278854370117
62,1249,6.074897766113281
64,1299,2.0580177307128906
67,1349,2.3588433265686035
69,1399,5.897235870361328
72,1449,8.376567840576172
74,1499,5.293449401855469
77,1549,3.7233619689941406
79,1599,11.821235656738281
82,1649,5.384808540344238
84,1699,10.418644905090332
87,1749,4.176934719085693
89,1799,2.68613600730896
92,1849,8.665769577026367
94,1899,4.169958114624023
97,1949,5.5800065994262695
99,1999,5.487455368041992
102,2049,5.418252944946289
104,2099,3.096571445465088
107,2149,8.198081970214844
109,2199,2.9249839782714844
112,2249,2.6348836421966553
114,2299,2.951481342315674
117,2349,8.832636833190918
119,2399,5.2993340492248535
122,2449,5.985077857971191
124,2499,5.422310829162598
127,2549,2.588041305541992
129,2599,3.4842617511749268
132,2649,5.411411285400391
134,2699,5.727116584777832
137,2749,5.222474098205566
139,2799,2.604085922241211
142,2849,2.323939323425293
144,2899,4.744088172912598
147,2949,6.786416530609131
149,2999,5.691451072692871
152,3049,3.6490724086761475
154,3099,2.0716633796691895
157,3149,5.381769180297852
159,3199,5.094788074493408
162,3249,5.664488792419434
164,3299,8.72639274597168
167,3349,5.416109085083008
169,3399,4.9976806640625
172,3449,2.4043221473693848
174,3499,7.1055169105529785
177,3549,2.2261834144592285
179,3599,5.226229667663574
182,3649,4.869490623474121
184,3699,9.080215454101562
187,3749,4.750003814697266
189,3799,4.538668155670166
192,3849,2.2925124168395996
194,3899,5.216063022613525
197,3949,1.877787709236145
199,3999,5.788820266723633
202,4049,4.884535312652588
204,4099,1.9316792488098145
207,4149,1.9118883609771729
209,4199,5.864095211029053
212,4249,2.2197043895721436
214,4299,1.7558133602142334
217,4349,4.882187843322754
219,4399,4.989579677581787
222,4449,1.1761195659637451
224,4499,5.144858360290527
227,4549,5.311120986938477
229,4599,5.115606307983398
232,4649,3.422071933746338
234,4699,1.9512081146240234
237,4749,5.050394535064697
239,4799,5.27785587310791
242,4849,2.454418182373047
244,4899,4.868000030517578
247,4949,4.599469184875488
249,4999,6.011588096618652
252,5049,5.042566776275635
254,5099,6.226104259490967
257,5149,5.2342329025268555
259,5199,1.5503172874450684
262,5249,6.279876708984375
264,5299,5.382390022277832
267,5349,4.67360782623291
269,5399,4.714848518371582
272,5449,3.835879325866699
274,5499,5.181471824645996
277,5549,3.1098825931549072
279,5599,1.6880016326904297
282,5649,6.889253616333008
284,5699,4.843144416809082
287,5749,5.626924514770508
289,5799,5.153529167175293
292,5849,4.609188079833984
294,5899,5.221279144287109
297,5949,5.828835487365723
299,5999,4.906320095062256
302,6049,4.29813289642334
304,6099,7.578107833862305
307,6149,5.094232559204102
309,6199,4.612309455871582
312,6249,3.1653687953948975
314,6299,5.095598220825195
317,6349,3.182920455932617
319,6399,4.215263843536377
322,6449,5.451808452606201
324,6499,5.124566555023193
327,6549,1.9477289915084839
329,6599,3.316232204437256
332,6649,1.9315009117126465
334,6699,5.816132068634033
337,6749,5.555210113525391
339,6799,5.714574813842773
342,6849,4.736828804016113
344,6899,4.478951454162598
347,6949,5.296436309814453
349,6999,2.2997632026672363
352,7049,8.4849853515625
354,7099,2.1177077293395996
357,7149,5.878368377685547
359,7199,1.1645331382751465
362,7249,5.696582794189453
364,7299,6.050368309020996
367,7349,4.241228103637695
369,7399,2.368960380554199
372,7449,1.851593255996704
374,7499,3.602588176727295
377,7549,1.9205796718597412
379,7599,5.258979797363281
382,7649,5.009306907653809
384,7699,2.7378616333007812
387,7749,1.9361488819122314
389,7799,8.342286109924316
392,7849,7.442883491516113
394,7899,7.003359317779541
397,7949,4.964509010314941
